Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Global Calcium,31,1.7k, Hosur ,Pharma,Pharma | Hosur +7 other locations,322,3.5
Mirza International,9,1.1k, New Delhi ,Fashion & Textile,Fashion & Textile | New Delhi +33 other locations,321,3.5
Merit Data and Technology,5,1.7k, Chennai ,Analytics & KPO,Analytics & KPO | Chennai +6 other locations,321,2.8
Tudip Technologies,64,1.5k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +7 other locations,321,3.4
Lion Engineering Consultants,13,824, Bhopal ,Engineering & Construction,Engineering & Construction | Bhopal +75 other locations,321,3.9
Gyproc,--,1k,N/A,N/A,Mumbai +40 other locations,335,4.2
Groz Engineering Tools,19,1.3k, Gurugram ,Industrial Machinery,Industrial Machinery | Gurugram +24 other locations,322,3.8
Listenlights,1,1.3k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +11 other locations,320,4.1
GE Aerospace,--,1.7k, Pune ,Defence & Aerospace,Defence & Aerospace | Pune +9 other locations,358,3.8
Sheraton Hotels and Resorts,--,661, Bengaluru ,Hospitality,Hospitality | Bengaluru +23 other locations,320,4.0
Inventia Healthcare,5,1.8k, Mumbai ,Pharma,Pharma | Mumbai +11 other locations,320,3.3
MIOT INTERNATIONAL,20,1.2k, Chennai ,Healthcare,Healthcare | Chennai +9 other locations,320,4.0
Pps Motors,--,1.1k, Hyderabad ,Automobile,Automobile | Hyderabad +56 other locations,320,3.8
Holisol Logistics,--,1.1k, New Delhi ,Logistics,Logistics | New Delhi +59 other locations,320,3.5
convergys india services,--,1k,N/A,N/A,Gurugram +11 other locations,320,4.0
Savex Technologies,--,1.4k, Mumbai ,Other,Other | Mumbai +51 other locations,320,3.9
SAR Group,--,1.4k, Gurugram ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Gurugram +38 other locations,319,3.7
Swastika Investmart,10,1.1k, Indore ,Investment Banking / Venture Capital / Private Equity,Investment Banking / Venture Capital / Private Equity | Indore +47 other locations,319,3.7
GITAM University,3,1.2k, Visakhapatnam ,Education & Training,Education & Training | Visakhapatnam +11 other locations,319,3.8
Lernx,--,68,N/A,N/A,Jaipur +18 other locations,319,4.1
Novel Office,57,707, Bengaluru ,Real Estate,Real Estate | Bengaluru +14 other locations,319,4.3
Inventys Research,3,791, Nagpur ,Chemicals,Chemicals | Nagpur +5 other locations,318,4.1
Honda India Power Products,--,1.1k, Greater Noida ,Industrial Machinery,Industrial Machinery | Greater Noida +29 other locations,318,3.8
Dvara KGFS,2,974, Chennai ,NBFC,NBFC | Chennai +64 other locations,318,4.1
Kent plc,37,697, Mumbai ,Oil & Gas,Oil & Gas | Mumbai +28 other locations,318,3.3
SNVA Group,80,938, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +6 other locations,318,4.0
"Nitor Infotech, an Ascendion company",19,2.1k, Pune ,Software Product,Software Product | Pune +7 other locations,318,3.4
Lincoln Pharmaceuticals,25,1.3k, Ahmedabad ,Pharma,Pharma | Ahmedabad +27 other locations,318,4.0
Highway Industries,--,1.3k, Ludhiana ,Engineering & Construction,Engineering & Construction | Ludhiana +18 other locations,319,4.3
Apisero,--,2.5k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +11 other locations,318,3.3
ETA Engineering,--,829, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +24 other locations,318,4.0
doodleblue innovation,7,1.2k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +4 other locations,317,4.0
InsanelyGood,--,1.4k, Bengaluru ,Internet,Internet | Bengaluru +25 other locations,317,4.8
MDC Group of Companies,3,88, Mumbai ,Pharma,Pharma | Mumbai +5 other locations,317,3.7
Omax Autos,--,974, Gurugram ,Auto Components,Auto Components | Gurugram +18 other locations,317,3.5
CG Foods,5,2.1k, Guwahati ,Food Processing,Food Processing | Guwahati +53 other locations,317,3.6
Laser Power & Infra,1,1.1k, Kolkata ,Electrical Equipment,Electrical Equipment | Kolkata +42 other locations,317,3.9
Abbott Nutrition International,--,916, Mumbai ,Pharma,Pharma | Mumbai +62 other locations,317,3.8
UCO Bank,--,887, Kolkata ,Banking,Banking | Kolkata +100 other locations,317,3.6
Danske IT,--,1.7k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +2 other locations,317,3.4
Cactus Communications,40,1.7k, Mumbai ,Software Product,Software Product | Mumbai +13 other locations,317,4.7
Pharmed,--,397, Bengaluru ,Pharma,Pharma | Bengaluru +47 other locations,317,3.8
Telesonic Networks,--,798, Chennai ,Telecom,Telecom | Chennai +46 other locations,317,3.5
EXO Edge,8,1.2k, Sahibzada Ajit Singh Nagar ,BPO,BPO | Sahibzada Ajit Singh Nagar +6 other locations,316,3.2
Annexmed,16,1.3k,N/A,N/A,Chennai +6 other locations,316,3.2
VSoft Technologies,--,1.4k, Hyderabad ,FinTech,FinTech | Hyderabad +20 other locations,316,3.5
IQ BackOffice,3,1.6k, Chennai ,Financial Services,Financial Services | Chennai +7 other locations,317,3.7
Vashi Integrated Solutions Limited,101,1.5k, Mumbai ,Industrial Machinery,Industrial Machinery | Mumbai +27 other locations,316,3.6
Stellantis Avtec Powertrain,--,1.4k,N/A,N/A,Hosur +11 other locations,316,4.0
Alkyl Amines,6,1.3k, Pune ,Chemicals,Chemicals | Pune +14 other locations,315,3.2
Fino Paytech,--,571, Mumbai ,FinTech,FinTech | Mumbai +81 other locations,315,3.9
Jorie Healthcare,8,441, Sahibzada Ajit Singh Nagar ,Healthcare,Healthcare | Sahibzada Ajit Singh Nagar +7 other locations,315,4.0
SPML Infra,50,826, Kolkata ,Engineering & Construction,Engineering & Construction | Kolkata +51 other locations,315,3.9
Tata Play Fiber,2,1.2k, Mumbai ,Telecom,Telecom | Mumbai +32 other locations,316,4.5
Aksentt Tech Services,2,391, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +19 other locations,315,3.8
Resurgent India,15,553, Gurugram ,Investment Banking / Venture Capital / Private Equity,Investment Banking / Venture Capital / Private Equity | Gurugram +11 other locations,315,3.6
Aristocrat,12,2.5k, Noida ,Gaming,Gaming | Noida +10 other locations,315,3.4
VML,28,2k, Noida ,Marketing & Advertising,Marketing & Advertising | Noida +14 other locations,315,3.4
Cohizon Life Sciences Limited,--,1.6k, Ankleshwar ,Chemicals,Chemicals | Ankleshwar +13 other locations,315,3.2
Hindustan Wellness,9,866, Gurugram ,Healthcare,Healthcare | Gurugram +25 other locations,316,3.0
Adani Gas,--,1.4k, Ahmedabad ,Oil & Gas,Oil & Gas | Ahmedabad +53 other locations,315,3.7
ProConnect Integrated Logistics,--,1.4k, Chennai ,Logistics,Logistics | Chennai +47 other locations,314,4.5
Markelytics Solutions,2,351, Bengaluru ,Analytics & KPO,Analytics & KPO | Bengaluru +5 other locations,314,3.6
Tenon Facility Management,--,1.1k, Gurugram ,Facility Management Services,Facility Management Services | Gurugram +47 other locations,314,3.4
Radiant Cash Management Services,--,973, Chennai ,Financial Services,Financial Services | Chennai +60 other locations,314,4.2
Renom Energy Services,--,1k, Pune ,Engineering & Construction,Engineering & Construction | Pune +48 other locations,314,4.1
Iconic,5,912, Gurugram ,Retail,Retail | Gurugram +28 other locations,314,3.3
Olectra Greentech,20,1.3k, Hyderabad ,Automobile,Automobile | Hyderabad +28 other locations,315,4.1
Laxmi Civil Engineering Services,--,889, Kolhapur ,Engineering & Construction,Engineering & Construction | Kolhapur +57 other locations,314,3.7
Ubisoft Entertainment,1,1.9k, Pune ,Gaming,Gaming | Pune +7 other locations,314,3.9
Mit World Peace University,10,1k, Pune ,Education & Training,Education & Training | Pune +5 other locations,314,3.5
o9 Solutions,18,3.3k, Bengaluru ,Software Product,Software Product | Bengaluru +6 other locations,314,4.2
Irclass Systems And Solutions,9,948, Mumbai ,Ports & Shipping,Ports & Shipping | Mumbai +41 other locations,315,3.5
Genisys Group,16,1.3k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +13 other locations,314,3.1
GIVA Jewellery,18,1k, Bengaluru ,Jewellery,Jewellery | Bengaluru +28 other locations,314,3.4
Western Digital,7,2.9k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +10 other locations,314,4.4
Signutra (Health & Nutrition Division of Win - Medicare Pvt Ltd),--,440, New Delhi ,Pharma,Pharma | New Delhi +59 other locations,313,3.8
MSM Unify,--,466, Ahmedabad ,EdTech,EdTech | Ahmedabad +24 other locations,313,3.9
Karvy Financial Services,--,1.3k, Hyderabad ,Financial Services,Financial Services | Hyderabad +43 other locations,313,3.8
ClaySys,10,940, Kochi ,IT Services & Consulting,IT Services & Consulting | Kochi +9 other locations,313,3.2
Zeta,44,3k, Bengaluru ,Emerging Technologies,Emerging Technologies | Bengaluru +12 other locations,313,3.3
Competent Software,5,537, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +9 other locations,313,4.2
Zydus Hospital,--,1.1k, Ahmedabad ,Healthcare,Healthcare | Ahmedabad +12 other locations,313,4.0
Kusum Healthcare,7,1.3k, Bhiwadi ,Pharma,Pharma | Bhiwadi +8 other locations,313,4.1
Moody's Analytics,14,2.4k, Gurugram ,Analytics & KPO,Analytics & KPO | Gurugram +5 other locations,313,4.1
Airtel DTH Services,--,870, Gurugram ,Telecom,Telecom | Gurugram +110 other locations,312,4.0
Gammon Engineers And Contractors,--,1.1k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +40 other locations,312,4.2
Ratnamani Metals and Tubes,6,1.2k, Ahmedabad ,Iron & Steel,Iron & Steel | Ahmedabad +17 other locations,312,3.2
Paragon Digital Services,--,2k, Chennai ,Marketing & Advertising,Marketing & Advertising | Chennai +7 other locations,312,3.9
Walsons Facility Solutions,1,1.2k, Gurugram ,Recruitment,Recruitment | Gurugram +42 other locations,312,3.9
Frigorifico Allana,--,1.1k, Chhatrapati Sambhajinagar ,Food Processing,Food Processing | Chhatrapati Sambhajinagar +33 other locations,312,3.1
Indo Farm Equipment,--,932, Baddi ,Industrial Machinery,Industrial Machinery | Baddi +45 other locations,312,4.0
NACL Industries,3,1.1k, Hyderabad ,Agro Chemicals,Agro Chemicals | Hyderabad +52 other locations,312,3.4
Sphinx Worldbiz,--,1.4k, Pune ,Engineering & Construction,Engineering & Construction | Pune +18 other locations,312,4.1
ESIC HOSPITAL,--,931, New Delhi ,Healthcare,Healthcare | New Delhi +59 other locations,311,3.8
Arya Omnitalk,14,983, Pune ,Electronics Manufacturing,Electronics Manufacturing | Pune +70 other locations,313,3.3
Alicon Castalloy,--,1.2k, Pune ,Auto Components,Auto Components | Pune +12 other locations,311,3.7
DEC Infra,--,1.3k, Hyderabad ,Real Estate,Real Estate | Hyderabad +22 other locations,311,3.6
ABI Showatech,--,1k, Chennai ,Auto Components,Auto Components | Chennai +11 other locations,311,3.7
Darwinbox,2,2.3k, Hyderabad ,Software Product,Software Product | Hyderabad +11 other locations,311,3.0
BOLD Technology Systems,17,1.7k, Noida ,Software Product,Software Product | Noida +8 other locations,311,3.7
Bnp Paribas Securities,--,1.9k, Chennai ,Financial Services,Financial Services | Chennai +8 other locations,311,3.7
ZF India Technology Center,24,2.1k, Hyderabad ,Auto Components,Auto Components | Hyderabad +6 other locations,311,3.7
BYJU'S Exam Prep,--,1.1k, Noida ,EdTech,EdTech | Noida +26 other locations,310,3.8
ILJIN ELECTRONICS,--,901, Noida ,Semiconductors,Semiconductors | Noida +16 other locations,313,4.2
MARK EXHAUST SYSTEMS,--,1.1k, Gurugram ,Auto Components,Auto Components | Gurugram +11 other locations,311,3.8
Essar Projects India,--,751, Surat ,Engineering & Construction,Engineering & Construction | Surat +41 other locations,310,3.9
Hinduja Finance,--,969, Chennai ,NBFC,NBFC | Chennai +137 other locations,310,4.1
Smaaash Entertainment,--,730, Mumbai ,Sports & Recreation,Sports & Recreation | Mumbai +28 other locations,310,4.2
AI Variant,--,1.5k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +12 other locations,311,3.6
Narula Infrastructure,1,634, Kolkata ,Engineering & Construction,Engineering & Construction | Kolkata +60 other locations,311,3.8
ISMT,--,1.1k, Pune ,Iron & Steel,Iron & Steel | Pune +6 other locations,310,4.6
Military Engineer Services,--,644, New Delhi ,Engineering & Construction,Engineering & Construction | New Delhi +77 other locations,310,3.9
SVC Co-Operative Bank,5,1.3k, Mumbai ,Banking,Banking | Mumbai +40 other locations,310,3.3
Bharat IT Services,--,1.1k, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +48 other locations,310,3.8
Princess Cruises,--,360, Mumbai ,Travel & Tourism,Travel & Tourism | Mumbai +20 other locations,310,3.9
ARDEM Incorporated,29,581, Lucknow ,BPO,BPO | Lucknow +7 other locations,309,4.4
Deepak Phenolics,--,1.6k, Bharuch ,Chemicals,Chemicals | Bharuch +12 other locations,309,3.9
CR3 Group,8,990, Jamnagar ,Facility Management Services,Facility Management Services | Jamnagar +27 other locations,309,3.2
ATMECS Global,16,2.4k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +7 other locations,309,4.5
Infiniti Software Solutions,12,564, Chennai ,Software Product,Software Product | Chennai +6 other locations,309,3.5
Dainik Jagran,--,1.2k, New Delhi ,Printing & Publishing,Printing & Publishing | New Delhi +58 other locations,309,4.0
Manipal Technologies,12,1.9k, Bengaluru ,Printing & Publishing,Printing & Publishing | Bengaluru +32 other locations,309,4.5
Infiniti Software Solutions,12,564, Chennai ,Software Product,Software Product | Chennai +6 other locations,309,4.0
Manipal Technologies,12,1.9k, Bengaluru ,Printing & Publishing,Printing & Publishing | Bengaluru +32 other locations,309,4.4
KnowledgeHut,--,790, Bengaluru ,EdTech,EdTech | Bengaluru +19 other locations,309,3.5
Dainik Jagran,--,1.2k, New Delhi ,Printing & Publishing,Printing & Publishing | New Delhi +58 other locations,309,3.7
Ozone Pharmaceuticals,6,946, New Delhi ,Pharma,Pharma | New Delhi +45 other locations,309,3.5
Silverskills,9,1.1k, Gurugram ,BPO,BPO | Gurugram +11 other locations,309,4.5
Angelique International,5,1k, Noida ,Engineering & Construction,Engineering & Construction | Noida +21 other locations,309,4.2
Creative Hands HR Consultancy,--,210, Chennai ,Recruitment,Recruitment | Chennai +39 other locations,309,3.7
KEPCO Plant Service & Engineering,--,1.1k, Bhavnagar ,Engineering & Construction,Engineering & Construction | Bhavnagar +23 other locations,309,4.3
Newt Global,18,811, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +9 other locations,308,4.6
JUNIPER GREEN ENERGY,--,737, Gurugram ,Power,Power | Gurugram +37 other locations,307,3.4
Elico Healthcare Services,5,898, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +4 other locations,309,3.8
Quintessence Business Solutions & Services,--,1k, Coimbatore ,Analytics & KPO,Analytics & KPO | Coimbatore +2 other locations,308,3.7
MSD Pharmaceuticals,38,1.6k, Mumbai ,Pharma,Pharma | Mumbai +50 other locations,308,4.1
Himedia Laboratories,--,1.2k, Mumbai ,Biotechnology,Biotechnology | Mumbai +20 other locations,309,4.0
Jaiprakash Power Ventures,--,1.1k, Singrauli ,Power,Power | Singrauli +21 other locations,308,3.2
Fidelis Technology Services,--,1.7k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +34 other locations,309,3.3
Jodas Expoim,12,1.3k, Hyderabad ,Pharma,Pharma | Hyderabad +6 other locations,308,3.9
Equinox Labs,2,899, Mumbai ,Clinical Research,Clinical Research | Mumbai +17 other locations,308,4.2
Ms Agarwal Foundries,--,882, Hyderabad ,Iron & Steel,Iron & Steel | Hyderabad +13 other locations,308,3.8
Tata Marcopolo Motors,--,1.1k, Dharwad ,Auto Components,Auto Components | Dharwad +13 other locations,308,3.5
Katerra,--,1.8k, Bengaluru ,Engineering & Construction,Engineering & Construction | Bengaluru +18 other locations,307,3.8
Jasper Colin,8,739, Noida ,Analytics & KPO,Analytics & KPO | Noida +10 other locations,309,3.8
Doha Petroleum Construction Company,--,653, Doha ,Oil & Gas,Oil & Gas | Doha +14 other locations,307,3.9
Jaguar Land Rover,9,1.7k, Pune ,Automobile,Automobile | Pune +32 other locations,307,3.2
Hindustan Times,--,2k, New Delhi ,Media & Entertainment,Media & Entertainment | New Delhi +38 other locations,307,3.0
ZIM Laboratories,10,1.4k, Nagpur ,Pharma,Pharma | Nagpur +10 other locations,308,3.3
Miles Education,13,687, Bengaluru ,Education & Training,Education & Training | Bengaluru +12 other locations,307,3.8
RHI Magnesita,4,1.2k, Gurugram ,Building Material,Building Material | Gurugram +42 other locations,307,3.9
Avanse Financial Services,14,1.5k, Mumbai ,Financial Services,Financial Services | Mumbai +26 other locations,307,3.9
Azure Power,5,1.2k, New Delhi ,Power,Power | New Delhi +25 other locations,307,3.9
KHY ELECTRONIC,--,988,N/A,N/A,Noida +12 other locations,307,2.3
Cavisson Systems,5,1.8k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +5 other locations,306,4.3
Nissin Brake,--,803, Neemrana ,Auto Components,Auto Components | Neemrana +13 other locations,306,3.7
Embee Software,2,1.3k, Kolkata ,Software Product,Software Product | Kolkata +23 other locations,306,4.2
Yum!,41,1.3k, Gurugram ,Hospitality,Hospitality | Gurugram +28 other locations,306,4.2
Smart Value Products And Services,--,610, Gurugram ,FMCG,FMCG | Gurugram +75 other locations,306,4.2
H&R Block,12,1.8k, Thiruvananthapuram ,Accounting & Auditing,Accounting & Auditing | Thiruvananthapuram +13 other locations,306,4.2
GSH Group,40,967, Chennai ,Facility Management Services,Facility Management Services | Chennai +36 other locations,306,3.5
Xpheno,176,1.6k, Bengaluru ,Recruitment,Recruitment | Bengaluru +40 other locations,306,4.0
Van Heusen,--,700, New Delhi ,Fashion & Textile,Fashion & Textile | New Delhi +79 other locations,306,3.2
Diya Systems,--,1.2k, Mangaluru ,BPO,BPO | Mangaluru +8 other locations,305,3.3
Pulse Pharmaceuticals,3,907, Hyderabad ,Pharma,Pharma | Hyderabad +37 other locations,305,3.2
Ninestars Information Technologies,--,1.5k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +14 other locations,305,4.5
